Competitor Provider,Competitor Segment Name,Competitor Segment ID,Proposed New Segment Name,Non Derived Segments utilized,Composition Similarity,Closest Cybba Segment,Closest Cybba Similarity,Taxonomy
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Global Business Services,1012598731,Cybba > Behavioral Audience > Lifestyle > Global Business Services Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.3692,Cybba > Purchase Audience > B2B Consulting,0.6312,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Governance, Risk Management, And Compliance (Grc)",1012598721,"Cybba > Behavioral Audience > Lifestyle > Governance, Risk Management, And Compliance (Grc) Enthusiasts",94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Nerc Cip Compliance,1012598711,Cybba > Behavioral Audience > Lifestyle > Nerc Cip Compliance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Records And Information Management,1012598701,Cybba > Behavioral Audience > Lifestyle > Records And Information Management Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Regulatory Compliance,1012598691,Cybba > Behavioral Audience > Lifestyle > Regulatory Compliance Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Risk Assessment,1012598681,Cybba > Behavioral Audience > Lifestyle > Risk Assessment Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Service Level Agreement,1012598671,Cybba > Behavioral Audience > Lifestyle > Service Level Agreement Enthusiasts,116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1; 116402431:5033911 | Cybba > Cybba > Behavioral Audience > Lifestyle > Local Service Researchers > 1,0.3823,Cybba > B2B Audience > Industry > C-Level Executives,0.493,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Sustainable Compliance Management,1012598661,Cybba > Behavioral Audience > Lifestyle > Sustainable Compliance Management Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Treasury / Cash / Risk Management,1012598651,Cybba > Behavioral Audience > Lifestyle > Treasury / Cash / Risk Management Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Compliance & Governance > Vendor Risk Management (Vrm),1012598641,Cybba > Behavioral Audience > Lifestyle > Vendor Risk Management (Vrm) Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning),1012598631,Cybba > Behavioral Audience > Lifestyle > Erp (Enterprise Resource Planning) Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,0.3687,Cybba > Purchase Audience > B2B Consulting,0.4882,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Accelo,1012598621,Cybba > Behavioral Audience > Lifestyle > Accelo Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042791:85079081 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 1,0.3468,Cybba > Purchase Audience > B2B Consulting,0.6526,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Accurent,1012598611,Cybba > Behavioral Audience > Lifestyle > Accurent Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3241,Cybba > Purchase Audience > B2B Consulting,0.5258,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Acl Analytics,1012598601,Cybba > Behavioral Audience > Lifestyle > Acl Analytics Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.3406,Cybba > Purchase Audience > B2B Consulting,0.5941,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Acumatica,1012598591,Cybba > Behavioral Audience > Lifestyle > Acumatica Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3241,Cybba > Purchase Audience > B2B Consulting,0.5258,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Aha,1012598581,Cybba > Behavioral Audience > Lifestyle > Aha Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3158,Cybba > Purchase Audience > B2B Consulting,0.5539,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Anydo,1012598571,Cybba > Behavioral Audience > Lifestyle > Anydo Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.3406,Cybba > Purchase Audience > B2B Consulting,0.5941,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Apptricity,1012598561,Cybba > Behavioral Audience > Lifestyle > Apptricity Enthusiasts,94042791:85079081 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.295,Cybba > Purchase Audience > B2B Consulting,0.5175,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Appzen,1012598551,Cybba > Behavioral Audience > Lifestyle > Appzen Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.3406,Cybba > Purchase Audience > B2B Consulting,0.5941,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Asana,1012598541,Cybba > Behavioral Audience > Lifestyle > Asana Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0,0.3341,Cybba > Purchase Audience > B2B Consulting,0.5193,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Avidxchange,1012598531,Cybba > Behavioral Audience > Lifestyle > Avidxchange Enthusiasts,75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.37,Cybba > Purchase Audience > B2B Consulting,0.3836,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Billquick,1012598511,Cybba > Behavioral Audience > Lifestyle > Billquick Enthusiasts,80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3317,Cybba > Purchase Audience > B2B Consulting,0.4973,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Blackline,1012598501,Cybba > Behavioral Audience > Lifestyle > Blackline Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3668,Cybba > B2B Audience > Employment Industry > Business and Finance,0.4397,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Bqe,1012598491,Cybba > Behavioral Audience > Lifestyle > Bqe Enthusiasts,80205521:85082431 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3276,Cybba > Purchase Audience > B2B Consulting,0.3562,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Ceterus,1012598481,Cybba > Behavioral Audience > Lifestyle > Ceterus Enthusiasts,80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.4212,"Cybba > Purchase Audience > Finance, Insurance and Banking > Accounting, Tax Preparation, Bookkeeping, and Payroll Services - Deterministic",0.5157,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Changepoint,1012598471,Cybba > Behavioral Audience > Lifestyle > Changepoint Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0,0.3275,Cybba > Purchase Audience > B2B Consulting,0.5238,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Clarizen,1012598461,Cybba > Behavioral Audience > Lifestyle > Clarizen Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0,0.3341,Cybba > Purchase Audience > B2B Consulting,0.5193,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Coupa,1012598451,Cybba > Behavioral Audience > Lifestyle > Coupa Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.3406,Cybba > Purchase Audience > B2B Consulting,0.5941,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Deem,1012598441,Cybba > Behavioral Audience > Lifestyle > Deem Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75301771:69593951 | Cybba > BEHAVIORAL AUDIENCE > TRAVEL & TOURISM > TRAVEL ARRANGEMENT AND RESERVATION SERVICES > 0,0.3857,Cybba > Purchase Audience > B2B Consulting,0.5846,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Expensify,1012598431,Cybba > Behavioral Audience > Lifestyle > Expensify Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.3406,Cybba > Purchase Audience > B2B Consulting,0.5941,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Freeagent,1012598421,Cybba > Behavioral Audience > Lifestyle > Freeagent Enthusiasts,111602561:4880551 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3259,Cybba > Purchase Audience > B2B Consulting,0.4886,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Freshbooks,1012598411,Cybba > Behavioral Audience > Lifestyle > Freshbooks Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 89270751:81780631 | Cybba > Event Audience > Theatre Show > SIGN OF THE TIME > 1,0.2925,Cybba > Purchase Audience > B2B Consulting,0.3866,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Hubdoc,1012598401,Cybba > Behavioral Audience > Lifestyle > Hubdoc Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.3038,Cybba > Purchase Audience > B2B Consulting,0.5299,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Indinero,1012598391,Cybba > Behavioral Audience > Lifestyle > Indinero Enthusiasts,80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.4212,"Cybba > Purchase Audience > Finance, Insurance and Banking > Accounting, Tax Preparation, Bookkeeping, and Payroll Services - Deterministic",0.5157,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Inmotion,1012598381,Cybba > Behavioral Audience > Lifestyle > Inmotion Enthusiasts,80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3677,Cybba > Purchase Audience > B2B Consulting,0.533,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > K2 Blackpearl,1012598371,Cybba > Behavioral Audience > Lifestyle > K2 Blackpearl Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.3603,Cybba > B2B Audience > Role > Small Business Owners,0.5862,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Kaseya Bms,1012598361,Cybba > Behavioral Audience > Lifestyle > Kaseya Bms Enthusiasts,116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3388,Cybba > Purchase Audience > B2B Consulting,0.5258,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Keyedin,1012598351,Cybba > Behavioral Audience > Lifestyle > Keyedin Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0,0.3275,Cybba > Purchase Audience > B2B Consulting,0.5238,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Kimble Psa,1012598341,Cybba > Behavioral Audience > Lifestyle > Kimble Psa Enthusiasts,111602561:4880551 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3259,Cybba > Purchase Audience > B2B Consulting,0.4886,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Kyriba,1012598331,Cybba > Behavioral Audience > Lifestyle > Kyriba Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3347,Cybba > Purchase Audience > B2B Consulting,0.5872,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Maitred,1012598321,Cybba > Behavioral Audience > Lifestyle > Maitred Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1,0.3406,Cybba > Purchase Audience > B2B Consulting,0.5941,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Mavenlink,1012598311,Cybba > Behavioral Audience > Lifestyle > Mavenlink Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0,0.3275,Cybba > Purchase Audience > B2B Consulting,0.5238,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Meistertask,1012598301,Cybba > Behavioral Audience > Lifestyle > Meistertask Enthusiasts,80204231:75103281 | Cybba > Event Audience > Theatre Show > COLLABORATION > 1; 80205521:85082431 | Cybba > Event Audience > Theatre Show > PROJECT X > 1,0.348,Cybba > Purchase Audience > B2B Consulting,0.4911,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Micromain Cmms,1012598291,Cybba > Behavioral Audience > Lifestyle > Micromain Cmms Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3142,Cybba > B2B Audience > Seniority > Manager,0.5632,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Mindjet,1012598281,Cybba > Behavioral Audience > Lifestyle > Mindjet Enthusiasts,80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3555,Cybba > Purchase Audience > B2B Consulting,0.3865,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Mondaycom,1012598271,Cybba > Behavioral Audience > Lifestyle > Mondaycom Enthusiasts,80204231:75103281 | Cybba > Event Audience > Theatre Show > COLLABORATION > 1; 80205521:85082431 | Cybba > Event Audience > Theatre Show > PROJECT X > 1,0.348,Cybba > Purchase Audience > B2B Consulting,0.4911,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Patriot Software,1012598261,Cybba > Behavioral Audience > Lifestyle > Patriot Software Enthusiasts,75301071:69592681 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > SOFTWARE PUBLISHERS > 0; 80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0,0.3304,Cybba > Purchase Audience > B2B Consulting > Software Publishers,0.4975,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Planisware,1012598251,Cybba > Behavioral Audience > Lifestyle > Planisware Enthusiasts,75301061:69592671 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 0; 80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0,0.3221,Cybba > Purchase Audience > B2B Consulting,0.5152,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Plex Systems,1012598241,Cybba > Behavioral Audience > Lifestyle > Plex Systems Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.2888,Cybba > Purchase Audience > B2B Consulting,0.5037,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Projector Psa,1012598231,Cybba > Behavioral Audience > Lifestyle > Projector Psa Enthusiasts,80205521:85082431 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3053,Cybba > Purchase Audience > B2B Consulting,0.4578,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Proofhq,1012598221,Cybba > Behavioral Audience > Lifestyle > Proofhq Enthusiasts,111602561:4880551 | Cybba > Event Audience > Theatre Show > PROJECT X > 1; 75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1,0.3279,Cybba > Purchase Audience > B2B Consulting,0.4911,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Rocketrip,1012598201,Cybba > Behavioral Audience > Lifestyle > Rocketrip Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,0.3546,Cybba > Purchase Audience > B2B Consulting,0.6359,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Rootstock,1012598191,Cybba > Behavioral Audience > Lifestyle > Rootstock Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0,0.2888,Cybba > Purchase Audience > B2B Consulting,0.5037,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Rydoo,1012598181,Cybba > Behavioral Audience > Lifestyle > Rydoo Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042791:85079081 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 1,0.3229,Cybba > Purchase Audience > B2B Consulting,0.5633,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Sciforma,1012598171,Cybba > Behavioral Audience > Lifestyle > Sciforma Enthusiasts,75301061:69600501 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > MANAGEMENT. SCIENTIFIC AND TECHNICAL CONSULTING SERVICES > 1; 80205521:75105661 | Cybba > Event Audience > Theatre Show > PROJECT X > 0,0.3275,Cybba > Purchase Audience > B2B Consulting,0.5238,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Shopkeep Pos,1012598161,Cybba > Behavioral Audience > Lifestyle > Shopkeep Pos Enthusiasts,75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,0.3413,Cybba > Purchase Audience > B2B Consulting,0.4879,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Spreadsheet Server,1012598151,Cybba > Behavioral Audience > Lifestyle > Spreadsheet Server Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,0.3384,Cybba > Purchase Audience > B2B Consulting,0.4899,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Business & Sales > Erp (Enterprise Resource Planning) > Surepayroll,1012598141,Cybba > Behavioral Audience > Lifestyle > Surepayroll Enthusiasts,80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3863,Cybba > Purchase Audience > B2B Consulting,0.3519,Behavioral Audience > Lifestyle
