New Segment Name,Non Derived Segments utilized,Segment Description,Digital Ad Targeting Price (CPM),Content Marketing Price (CPM),TV Targeting Price (CPM),Cost Per Click,Programmatic % of Media,CPM Cap,Advertiser Direct % of Media
Cybba > Behavioral Audience > Lifestyle > Sales & Business Development Business Development Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business & Sales Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Maintenance Repair And Overhaul Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Startups Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Crisis Communication Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Cso Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Language Interpretation Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Small And Medium Enterprise Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Microstrategy Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Social Mobile Analytics Cloud Enthusiasts,75301091:69592721 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > CIVIC AND SOCIAL ORGANIZATIONS > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales & Marketing Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales & Business Development Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Marketing Management Enthusiasts,75301051:69592661 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 1; 80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Coinbase Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 94042741:85078981 | Cybba > B2B Audience > Employment Industry > Technology Computing > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Manufacturing Equipment Enthusiasts,75301381:69593261 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 1; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Chemicals & Chemical Products Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Metals & Metal Products Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Marine Products Enthusiasts,94042991:85079471 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 0; 75301411:69593311 | Cybba > BEHAVIORAL AUDIENCE > MISCELLANEOUS > E-CIGARETTE AND VAPE PRODUCTS > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Experian Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Hg Data Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Ebay Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 80163241:75064211 | Cybba > Behavioral Audience > Electronic Auctions > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Surepayroll Enthusiasts,80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales & Marketing Sales Enthusiasts,94043441:85080381 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Process As A Service Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Clearbit Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Confluent Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Deem Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75301771:69593951 | Cybba > BEHAVIORAL AUDIENCE > TRAVEL & TOURISM > TRAVEL ARRANGEMENT AND RESERVATION SERVICES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Travelperk Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75301771:69593951 | Cybba > BEHAVIORAL AUDIENCE > TRAVEL & TOURISM > TRAVEL ARRANGEMENT AND RESERVATION SERVICES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Accenture Enthusiasts,94042791:85079071 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Healthcare & Health Services Industry Enthusiasts,76570411:72196711 | Cybba > B2B Audience > Employment Industry > Medical Health > 1; 101890131:91073881 | Cybba > Cybba > Healthcare Professionals Audience > Mental Health Professionals > Deterministic > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Kaspersky Lab Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 76570541:72196961 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Travel Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Service Level Agreement Enthusiasts,116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1; 116402431:5033911 | Cybba > Cybba > Behavioral Audience > Lifestyle > Local Service Researchers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Machinery Tool & Supplies Enthusiasts,75301461:69593401 | Cybba > BEHAVIORAL AUDIENCE > OUTDOOR SUPPLIES > MACHINERY. EQUIPMENT. AND SUPPLIES MERCHANT WHOLESALERS > 0; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Information Technology / It Management Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 94042741:85078971 | Cybba > B2B Audience > Employment Industry > Technology Computing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Services Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316321:84980711 | Cybba > Behavioral Audience > Legal Services > Legal Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Entelo Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Packaging & Materials Handling Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Automation Systems & Components Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Fluid Control & Components Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Social Selling Enthusiasts,75301091:69592721 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > CIVIC AND SOCIAL ORGANIZATIONS > 0; 80206191:75106871 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Box Enthusiasts,80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Development Management Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Plasticware And Supplies Enthusiasts,75301441:69593361 | Cybba > BEHAVIORAL AUDIENCE > OUTDOOR SUPPLIES > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Medical Doctors And Physicians Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 101890071:91073761 | Cybba > Cybba > Healthcare Professionals Audience > Physicians & Surgeons (General) > Deterministic > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Director Sales & Marketing Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 75301051:69592651 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Electrical & Electronic Components Enthusiasts,75316301:69600621 | Cybba > Behavioral Audience > Furniture and Household goods > Household Appliances and Electrical and Electronic Goods Merchant Wholesalers > 0; 75301181:69592891 | Cybba > BEHAVIORAL AUDIENCE > CONSUMER ELECTRONICS > COMPUTER AND ELECTRONIC PRODUCT MANUFACTURING > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Finance & Accounting Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 116632211:5039801 | Cybba > Cybba > Behavioral Audience > Finance > Rewards Maximizers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Electronic Data Interchange Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Software Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 75301071:69592691 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > SOFTWARE PUBLISHERS > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Infosys Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > General Manufacturing Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75301381:69593261 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Ancillary Sales Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Transformation Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Territory Mapping Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Strategy Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Online Sales Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Productivity Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Pipeline Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Acceleration Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Analytics Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Automation Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Compensation Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Enablement Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Forecasting Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Operations Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales Outsourcing Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Cisco Systems Enthusiasts,80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Promotional Give-A-Ways Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Commissions Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Ecommerce Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > End-To-End Ecommerce Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Guided Selling Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Merchandising Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Online Merchandising Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Contract Negotiations Enthusiasts,80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Data Philanthropy Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Cosmetics Enthusiasts,94043021:85079531 | Cybba > Behavioral Audience > Retail > Consumer Cosmetics  Beauty Supplies  and Perfume Stores > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Avidxchange Enthusiasts,75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Services Enthusiasts - 2C1Acc1F,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316321:84980711 | Cybba > Behavioral Audience > Legal Services > Legal Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Small Office Home Office Employee Size (Soho) Enthusiasts,94043141:85079781 | Cybba > Behavioral Audience > Retail > Consumer Stationery and Office Supplies > 1; 80204781:75104291 | Cybba > Event Audience > Theatre Show > HOME FREE > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Global Business Services Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Fire Detection Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > International Economic Development Council Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Local Partnerships Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Funding & Loans Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Accounting Comptroller / Controller Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Expansion Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Funding Circle Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Kabbage Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Operations Enthusiasts - 489B9642,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Asset Tracking Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Automated Workflow Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Mass Notification Solutions Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600491 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
